TraceNo.;Realduration(ms);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained);Iteration;Timepassed;Realremaining;Pred(processavg);Pred(statesingle);Pred(statelist);Pred(stateset);Pred(Pnetsimple);Pred(Pnetconstrained);Error(processavg);Error(statesingle);Error(statelist);Error(stateset);Error(Pnetsimple);Error(Pnetconstrained)
1641;22555000;0;1;22554999;81595799;81595799;81595799;81595799;81584431;89697998;59040800;59040800;59040800;59040800;59029432;67142999;1;1069001;21485999;80526799;77967423;77967423;77967423;78224745;80555428;59040800;56481424;56481424;56481424;56738746;59069429;2;5795001;16759999;75800799;58158451;58158451;58158451;57248239;53137502;59040800;41398452;41398452;41398452;40488240;36377503;3;9637001;12917999;71958799;42744987;42744987;42744987;42236159;41630598;59040800;29826988;29826988;29826988;29318160;28712599;4;14220001;8334999;67375799;23396509;23396509;23396509;23284275;25273295;59040800;15061510;15061510;15061510;14949276;16938296;5;17536001;5018999;64059799;13130237;13130237;13130237;14414667;10622698;59040800;8111238;8111238;8111238;9395668;5603699;6;21886001;668999;59709799;2307032;2307032;2307032;2358075;2413005;59040800;1638033;1638033;1638033;1689076;1744006
1642;23561000;0;1;23560999;81595799;81595799;81595799;81595799;84491251;96572691;58034800;58034800;58034800;58034800;60930252;73011692;1;604001;22956999;80991799;77967423;77967423;77967423;78292775;84966942;58034800;55010424;55010424;55010424;55335776;62009943;2;6519001;17041999;75076799;58158451;58158451;58158451;58557315;56981378;58034800;41116452;41116452;41116452;41515316;39939379;3;9568001;13992999;72027799;42744987;42744987;42744987;44979435;48281772;58034800;28751988;28751988;28751988;30986436;34288773;4;14792001;8768999;66803799;23396509;23396509;23396509;22502830;23454915;58034800;14627510;14627510;14627510;13733831;14685916;5;17836001;5724999;63759799;13130237;13130237;13130237;13855906;13363798;58034800;7405238;7405238;7405238;8130907;7638799;6;23043001;517999;58552799;2307032;2307032;2307032;2350389;2439158;58034800;1789033;1789033;1789033;1832390;1921159
1643;18633000;0;1;18632999;81595799;81595799;81595799;81595799;81893928;78444011;62962800;62962800;62962800;62962800;63260929;59811012;1;1068001;17564999;80527799;77967423;77967423;77967423;78462694;76961895;62962800;60402424;60402424;60402424;60897695;59396896;2;4547001;14085999;77048799;58158451;58158451;58158451;57630103;62263605;62962800;44072452;44072452;44072452;43544104;48177606;3;8176001;10456999;73419799;42744987;42744987;42744987;41427421;44669082;62962800;32287988;32287988;32287988;30970422;34212083;4;13573001;5059999;68022799;23396509;23396509;23396509;23302868;20144705;62962800;18336510;18336510;18336510;18242869;15084706;5;16214001;2418999;65381799;13130237;13130237;13130237;13212301;16161802;62962800;10711238;10711238;10711238;10793302;13742803;6;18096001;536999;63499799;2307032;2307032;2307032;2200597;2460292;62962800;1770033;1770033;1770033;1663598;1923293
1644;19341000;0;1;19340999;81595799;81595799;81595799;81595799;81038659;81069941;62254800;62254800;62254800;62254800;61697660;61728942;1;723001;18617999;80872799;77967423;77967423;77967423;78470471;83932038;62254800;59349424;59349424;59349424;59852472;65314039;2;5856001;13484999;75739799;58158451;58158451;58158451;56743123;58563248;62254800;44673452;44673452;44673452;43258124;45078249;3;11187001;8153999;70408799;42744987;42744987;42744987;41911857;45122878;62254800;34590988;34590988;34590988;33757858;36968879;4;15299001;4041999;66296799;23396509;23396509;23396509;23370911;26898722;62254800;19354510;19354510;19354510;19328912;22856723;5;17672001;1668999;63923799;13130237;13130237;13130237;14051981;14699548;62254800;11461238;11461238;11461238;12382982;13030549;6;18734001;606999;62861799;2307032;2307032;2307032;2053129;2438025;62254800;1700033;1700033;1700033;1446130;1831026
1645;17223000;0;1;17222999;81595799;81595799;81595799;81595799;84763561;73078142;64372800;64372800;64372800;64372800;67540562;55855143;1;1196001;16026999;80399799;77967423;77967423;77967423;76503690;76084508;64372800;61940424;61940424;61940424;60476691;60057509;2;4978001;12244999;76617799;58158451;58158451;58158451;59296047;58649722;64372800;45913452;45913452;45913452;47051048;46404723;3;7943001;9279999;73652799;42744987;42744987;42744987;41981107;42512712;64372800;33464988;33464988;33464988;32701108;33232713;4;12099001;5123999;69496799;23396509;23396509;23396509;22930013;22430805;64372800;18272510;18272510;18272510;17806014;17306806;5;13389001;3833999;68206799;13130237;13130237;13130237;12898164;12449282;64372800;9296238;9296238;9296238;9064165;8615283;6;16505001;717999;65090799;2307032;2307032;2307032;2428277;1555738;64372800;1589033;1589033;1589033;1710278;837739
1646;76260000;0;1;76259999;81595799;81595799;81595799;81595799;83140465;80886345;5335800;5335800;5335800;5335800;6880466;4626346;1;786001;75473999;80809799;77967423;77967423;77967423;76276492;81114615;5335800;2493424;2493424;2493424;802493;5640616;2;62912001;13347999;18683799;58158451;58158451;58158451;57692060;57749922;5335800;44810452;44810452;44810452;44344061;44401923;3;66689001;9570999;14906799;42744987;42744987;42744987;43047312;42315032;5335800;33173988;33173988;33173988;33476313;32744033;4;71011001;5248999;10584799;23396509;23396509;23396509;23982031;23113838;5335800;18147510;18147510;18147510;18733032;17864839;5;74453001;1806999;7142799;13130237;13130237;13130237;13526360;13281482;5335800;11323238;11323238;11323238;11719361;11474483;6;75827001;432999;5768799;2307032;2307032;2307032;2241215;3204045;5335800;1874033;1874033;1874033;1808216;2771046
1647;25380000;0;1;25379999;81595799;81595799;81595799;81595799;82763179;77713881;56215800;56215800;56215800;56215800;57383180;52333882;1;662001;24717999;80933799;77967423;77967423;77967423;79165871;78377968;56215800;53249424;53249424;53249424;54447872;53659969;2;11099001;14280999;70496799;58158451;58158451;58158451;56880693;56834812;56215800;43877452;43877452;43877452;42599694;42553813;3;15294001;10085999;66301799;42744987;42744987;42744987;43931791;40700968;56215800;32658988;32658988;32658988;33845792;30614969;4;20342001;5037999;61253799;23396509;23396509;23396509;23802876;24152172;56215800;18358510;18358510;18358510;18764877;19114173;5;22989001;2390999;58606799;13130237;13130237;13130237;13392716;14338568;56215800;10739238;10739238;10739238;11001717;11947569;6;24912001;467999;56683799;2307032;2307032;2307032;2030885;1841845;56215800;1839033;1839033;1839033;1562886;1373846
1648;19518000;0;1;19517999;81595799;81595799;81595799;81595799;82388838;84015208;62077800;62077800;62077800;62077800;62870839;64497209;1;658001;18859999;80937799;77967423;77967423;77967423;79205866;83644618;62077800;59107424;59107424;59107424;60345867;64784619;2;6614001;12903999;74981799;58158451;58158451;58158451;56486786;54571672;62077800;45254452;45254452;45254452;43582787;41667673;3;10066001;9451999;71529799;42744987;42744987;42744987;42133765;47251495;62077800;33292988;33292988;33292988;32681766;37799496;4;14200001;5317999;67395799;23396509;23396509;23396509;22822772;23956795;62077800;18078510;18078510;18078510;17504773;18638796;5;16181001;3336999;65414799;13130237;13130237;13130237;13396052;11146308;62077800;9793238;9793238;9793238;10059053;7809309;6;18709001;808999;62886799;2307032;2307032;2307032;2072137;2403108;62077800;1498033;1498033;1498033;1263138;1594109
1649;19627000;0;1;19626999;81595799;81595799;81595799;81595799;79721876;84054391;61968800;61968800;61968800;61968800;60094877;64427392;1;632001;18994999;80963799;77967423;77967423;77967423;82232154;85889871;61968800;58972424;58972424;58972424;63237155;66894872;2;2866001;16760999;78729799;58158451;58158451;58158451;56308129;56118358;61968800;41397452;41397452;41397452;39547130;39357359;3;7860001;11766999;73735799;42744987;42744987;42744987;42199069;43783222;61968800;30977988;30977988;30977988;30432070;32016223;4;13690001;5936999;67905799;23396509;23396509;23396509;22994894;30908032;61968800;17459510;17459510;17459510;17057895;24971033;5;15458001;4168999;66137799;13130237;13130237;13130237;13348006;12826785;61968800;8961238;8961238;8961238;9179007;8657786;6;18883001;743999;62712799;2307032;2307032;2307032;2628974;1514828;61968800;1563033;1563033;1563033;1884975;770829
1650;22853000;0;1;22852999;81595799;81595799;81595799;81595799;80543693;81870715;58742800;58742800;58742800;58742800;57690694;59017716;1;1002001;21850999;80593799;77967423;77967423;77967423;81946426;77952782;58742800;56116424;56116424;56116424;60095427;56101783;2;5035001;17817999;76560799;58158451;58158451;58158451;55444839;50706165;58742800;40340452;40340452;40340452;37626840;32888166;3;10092001;12760999;71503799;42744987;42744987;42744987;42543044;36048002;58742800;29983988;29983988;29983988;29782045;23287003;4;14640001;8212999;66955799;23396509;23396509;23396509;23858374;25328012;58742800;15183510;15183510;15183510;15645375;17115013;5;18897001;3955999;62698799;13130237;13130237;13130237;13050655;11930315;58742800;9174238;9174238;9174238;9094656;7974316;6;22183001;669999;59412799;2307032;2307032;2307032;2315383;2984462;58742800;1637033;1637033;1637033;1645384;2314463
1651;15732000;0;1;15731999;81595799;81595799;81595799;81595799;81407932;80186251;65863800;65863800;65863800;65863800;65675933;64454252;1;993001;14738999;80602799;77967423;77967423;77967423;79271472;85153111;65863800;63228424;63228424;63228424;64532473;70414112;2;2764001;12967999;78831799;58158451;58158451;58158451;55951990;57596818;65863800;45190452;45190452;45190452;42983991;44628819;3;5962001;9769999;75633799;42744987;42744987;42744987;41700775;48934115;65863800;32974988;32974988;32974988;31930776;39164116;4;10309001;5422999;71286799;23396509;23396509;23396509;24027022;18362682;65863800;17973510;17973510;17973510;18604023;12939683;5;14133001;1598999;67462799;13130237;13130237;13130237;14356619;13045615;65863800;11531238;11531238;11531238;12757620;11446616;6;14990001;741999;66605799;2307032;2307032;2307032;2283331;4358735;65863800;1565033;1565033;1565033;1541332;3616736
1652;79965000;0;1;79964999;81595799;81595799;81595799;81595799;81192792;85994751;1630800;1630800;1630800;1630800;1227793;6029752;1;765001;79199999;80830799;77967423;77967423;77967423;77803291;79398622;1630800;1232576;1232576;1232576;1396708;198623;2;5762001;74202999;75833799;58158451;58158451;58158451;55649540;60237798;1630800;16044548;16044548;16044548;18553459;13965201;3;10700001;69264999;70895799;42744987;42744987;42744987;40181056;41838265;1630800;26520012;26520012;26520012;29083943;27426734;4;74433001;5531999;7162799;23396509;23396509;23396509;22274181;23294225;1630800;17864510;17864510;17864510;16742182;17762226;5;77655001;2309999;3940799;13130237;13130237;13130237;13490073;12128468;1630800;10820238;10820238;10820238;11180074;9818469;6;79422001;542999;2173799;2307032;2307032;2307032;2556053;1490695;1630800;1764033;1764033;1764033;2013054;947696
1653;81321000;0;1;81320999;81595799;81595799;81595799;81595799;80881557;79470602;274800;274800;274800;274800;439442;1850397;1;1186001;80134999;80409799;77967423;77967423;77967423;78229529;74637578;274800;2167576;2167576;2167576;1905470;5497421;2;5625001;75695999;75970799;58158451;58158451;58158451;59160703;60543028;274800;17537548;17537548;17537548;16535296;15152971;3;9832001;71488999;71763799;42744987;42744987;42744987;42087266;37305962;274800;28744012;28744012;28744012;29401733;34183037;4;73427001;7893999;8168799;23396509;23396509;23396509;23013489;21492592;274800;15502510;15502510;15502510;15119490;13598593;5;76515001;4805999;5080799;13130237;13130237;13130237;12192686;13578942;274800;8324238;8324238;8324238;7386687;8772943;6;80991001;329999;604799;2307032;2307032;2307032;2239343;2259442;274800;1977033;1977033;1977033;1909344;1929443
1654;80168000;0;1;80167999;81595799;81595799;81595799;81595799;82917642;85519278;1427800;1427800;1427800;1427800;2749643;5351279;1;969001;79198999;80626799;77967423;77967423;77967423;79209408;70980135;1427800;1231576;1231576;1231576;10409;8218864;2;7031001;73136999;74564799;58158451;58158451;58158451;58524320;56546265;1427800;14978548;14978548;14978548;14612679;16590734;3;70563001;9604999;11032799;42744987;42744987;42744987;42254720;44629285;1427800;33139988;33139988;33139988;32649721;35024286;4;75685001;4482999;5910799;23396509;23396509;23396509;23491510;23448118;1427800;18913510;18913510;18913510;19008511;18965119;5;77442001;2725999;4153799;13130237;13130237;13130237;12138150;10007815;1427800;10404238;10404238;10404238;9412151;7281816;6;79284001;883999;2311799;2307032;2307032;2307032;2298910;2447512;1427800;1423033;1423033;1423033;1414911;1563513
1655;75880000;0;1;75879999;81595799;81595799;81595799;81595799;82331906;84849721;5715800;5715800;5715800;5715800;6451907;8969722;1;1124001;74755999;80471799;77967423;77967423;77967423;77001535;74040752;5715800;3211424;3211424;3211424;2245536;715247;2;1734001;74145999;79861799;58158451;58158451;58158451;60419888;59705272;5715800;15987548;15987548;15987548;13726111;14440727;3;4980001;70899999;76615799;42744987;42744987;42744987;39813616;42978612;5715800;28155012;28155012;28155012;31086383;27921387;4;68672001;7207999;12923799;23396509;23396509;23396509;23999120;24883208;5715800;16188510;16188510;16188510;16791121;17675209;5;72256001;3623999;9339799;13130237;13130237;13130237;11943532;17971645;5715800;9506238;9506238;9506238;8319533;14347646;6;75115001;764999;6480799;2307032;2307032;2307032;2626136;3019018;5715800;1542033;1542033;1542033;1861137;2254019
1656;79359000;0;1;79358999;81595799;81595799;81595799;81595799;86652056;87551558;2236800;2236800;2236800;2236800;7293057;8192559;1;1065001;78293999;80530799;77967423;77967423;77967423;74257267;81810638;2236800;326576;326576;326576;4036732;3516639;2;5544001;73814999;76051799;58158451;58158451;58158451;62038719;57089258;2236800;15656548;15656548;15656548;11776280;16725741;3;67080001;12278999;14515799;42744987;42744987;42744987;42296051;46534782;2236800;30465988;30465988;30465988;30017052;34255783;4;72477001;6881999;9118799;23396509;23396509;23396509;24344127;24061215;2236800;16514510;16514510;16514510;17462128;17179216;5;76350001;3008999;5245799;13130237;13130237;13130237;13765328;15802135;2236800;10121238;10121238;10121238;10756329;12793136;6;78870001;488999;2725799;2307032;2307032;2307032;2554217;5335835;2236800;1818033;1818033;1818033;2065218;4846836
1657;72729000;0;1;72728999;81595799;81595799;81595799;81595799;77620361;82311761;8866800;8866800;8866800;8866800;4891362;9582762;1;549001;72179999;81046799;77967423;77967423;77967423;78779043;75479718;8866800;5787424;5787424;5787424;6599044;3299719;2;3107001;69621999;78488799;58158451;58158451;58158451;55537435;57804502;8866800;11463548;11463548;11463548;14084564;11817497;3;8037001;64691999;73558799;42744987;42744987;42744987;43667506;39436415;8866800;21947012;21947012;21947012;21024493;25255584;4;66900001;5828999;14695799;23396509;23396509;23396509;22880433;26192245;8866800;17567510;17567510;17567510;17051434;20363246;5;68315001;4413999;13280799;13130237;13130237;13130237;12470466;10366018;8866800;8716238;8716238;8716238;8056467;5952019;6;72048001;680999;9547799;2307032;2307032;2307032;2509016;946058;8866800;1626033;1626033;1626033;1828017;265059
1658;79875000;0;1;79874999;81595799;81595799;81595799;81595799;80050817;84313511;1720800;1720800;1720800;1720800;175818;4438512;1;975001;78899999;80620799;77967423;77967423;77967423;78348111;82757422;1720800;932576;932576;932576;551888;3857423;2;5710001;74164999;75885799;58158451;58158451;58158451;59438979;57126588;1720800;16006548;16006548;16006548;14726020;17038411;3;66159001;13715999;15436799;42744987;42744987;42744987;41958832;43528552;1720800;29028988;29028988;29028988;28242833;29812553;4;71801001;8073999;9794799;23396509;23396509;23396509;22777895;22868882;1720800;15322510;15322510;15322510;14703896;14794883;5;75295001;4579999;6300799;13130237;13130237;13130237;12515936;12328932;1720800;8550238;8550238;8550238;7935937;7748933;6;79069001;805999;2526799;2307032;2307032;2307032;2179647;2090172;1720800;1501033;1501033;1501033;1373648;1284173
1659;81810000;0;1;81809999;81595799;81595799;81595799;81595799;83003781;81015321;214200;214200;214200;214200;1193782;794678;1;944001;80865999;80651799;77967423;77967423;77967423;79437180;82146185;214200;2898576;2898576;2898576;1428819;1280186;2;63545001;18264999;18050799;58158451;58158451;58158451;55630208;51969915;214200;39893452;39893452;39893452;37365209;33704916;3;66619001;15190999;14976799;42744987;42744987;42744987;42000736;40594128;214200;27553988;27553988;27553988;26809737;25403129;4;71265001;10544999;10330799;23396509;23396509;23396509;23732172;23315622;214200;12851510;12851510;12851510;13187173;12770623;5;73532001;8277999;8063799;13130237;13130237;13130237;12912659;10367185;214200;4852238;4852238;4852238;4634660;2089186;6;81366001;443999;229799;2307032;2307032;2307032;2347937;3972342;214200;1863033;1863033;1863033;1903938;3528343
1660;248460000;0;1;248459999;81595799;81595799;81595799;81595799;82455591;74388088;166864200;166864200;166864200;166864200;166004408;174071911;1;867001;247592999;80728799;77967423;77967423;77967423;78791049;78962985;166864200;169625576;169625576;169625576;168801950;168630014;2;6399001;242060999;75196799;58158451;58158451;58158451;59693696;58698265;166864200;183902548;183902548;183902548;182367303;183362734;3;9816001;238643999;71779799;42744987;42744987;42744987;43265628;41036875;166864200;195899012;195899012;195899012;195378371;197607124;4;14822001;233637999;66773799;23396509;23396509;23396509;22572617;21454178;166864200;210241490;210241490;210241490;211065382;212183821;5;17437001;231022999;64158799;13130237;13130237;13130237;12745459;13164948;166864200;217892762;217892762;217892762;218277540;217858051;6;247627001;832999;0;2307032;2307032;2307032;2271297;2091618;832999;1474033;1474033;1474033;1438298;1258619
1661;76603000;0;1;76602999;81595799;81595799;81595799;81595799;82707742;91113575;4992800;4992800;4992800;4992800;6104743;14510576;1;955001;75647999;80640799;77967423;77967423;77967423;78319623;72811978;4992800;2319424;2319424;2319424;2671624;2836021;2;64232001;12370999;17363799;58158451;58158451;58158451;55574683;53724402;4992800;45787452;45787452;45787452;43203684;41353403;3;67340001;9262999;14255799;42744987;42744987;42744987;42207695;40678572;4992800;33481988;33481988;33481988;32944696;31415573;4;72520001;4082999;9075799;23396509;23396509;23396509;23994464;26495745;4992800;19313510;19313510;19313510;19911465;22412746;5;74045001;2557999;7550799;13130237;13130237;13130237;13370083;9556912;4992800;10572238;10572238;10572238;10812084;6998913;6;76283001;319999;5312799;2307032;2307032;2307032;2347010;1903332;4992800;1987033;1987033;1987033;2027011;1583333
1662;79181000;0;1;79180999;81595799;81595799;81595799;81595799;79567268;75686438;2414800;2414800;2414800;2414800;386269;3494561;1;1050001;78130999;80545799;77967423;77967423;77967423;73667443;76397855;2414800;163576;163576;163576;4463556;1733144;2;60536001;18644999;21059799;58158451;58158451;58158451;57488518;54677612;2414800;39513452;39513452;39513452;38843519;36032613;3;65674001;13506999;15921799;42744987;42744987;42744987;44167434;40104772;2414800;29237988;29237988;29237988;30660435;26597773;4;70246001;8934999;11349799;23396509;23396509;23396509;24373052;23788662;2414800;14461510;14461510;14461510;15438053;14853663;5;74066001;5114999;7529799;13130237;13130237;13130237;13297378;17671195;2414800;8015238;8015238;8015238;8182379;12556196;6;78693001;487999;2902799;2307032;2307032;2307032;2304889;1131585;2414800;1819033;1819033;1819033;1816890;643586
1663;77029000;0;1;77028999;81595799;81595799;81595799;81595799;86625482;77003145;4566800;4566800;4566800;4566800;9596483;25854;1;718001;76310999;80877799;77967423;77967423;77967423;77409322;76516221;4566800;1656424;1656424;1656424;1098323;205222;2;59690001;17338999;21905799;58158451;58158451;58158451;59104029;55140395;4566800;40819452;40819452;40819452;41765030;37801396;3;64202001;12826999;17393799;42744987;42744987;42744987;43420168;48872085;4566800;29917988;29917988;29917988;30593169;36045086;4;69481001;7547999;12114799;23396509;23396509;23396509;25775304;29826028;4566800;15848510;15848510;15848510;18227305;22278029;5;71945001;5083999;9650799;13130237;13130237;13130237;13943948;10503788;4566800;8046238;8046238;8046238;8859949;5419789;6;76555001;473999;5040799;2307032;2307032;2307032;2208067;1878142;4566800;1833033;1833033;1833033;1734068;1404143
1664;23016000;0;1;23015999;81595799;81595799;81595799;81595799;80736285;77544218;58579800;58579800;58579800;58579800;57720286;54528219;1;1153001;21862999;80442799;77967423;77967423;77967423;76407450;84695182;58579800;56104424;56104424;56104424;54544451;62832183;2;6250001;16765999;75345799;58158451;58158451;58158451;59175270;55782948;58579800;41392452;41392452;41392452;42409271;39016949;3;10899001;12116999;70696799;42744987;42744987;42744987;44535918;48697158;58579800;30627988;30627988;30627988;32418919;36580159;4;16353001;6662999;65242799;23396509;23396509;23396509;23904304;19959128;58579800;16733510;16733510;16733510;17241305;13296129;5;18976001;4039999;62619799;13130237;13130237;13130237;14950681;14043928;58579800;9090238;9090238;9090238;10910682;10003929;6;22395001;620999;59200799;2307032;2307032;2307032;2301271;777205;58579800;1686033;1686033;1686033;1680272;156206
1665;18747000;0;1;18746999;81595799;81595799;81595799;81595799;77459500;84478748;62848800;62848800;62848800;62848800;58712501;65731749;1;570001;18176999;81025799;77967423;77967423;77967423;81463591;77442748;62848800;59790424;59790424;59790424;63286592;59265749;2;6394001;12352999;75201799;58158451;58158451;58158451;58264702;59860912;62848800;45805452;45805452;45805452;45911703;47507913;3;9868001;8878999;71727799;42744987;42744987;42744987;40596165;38959525;62848800;33865988;33865988;33865988;31717166;30080526;4;14923001;3823999;66672799;23396509;23396509;23396509;23235367;24971642;62848800;19572510;19572510;19572510;19411368;21147643;5;16534001;2212999;65061799;13130237;13130237;13130237;13357218;17752395;62848800;10917238;10917238;10917238;11144219;15539396;6;18411001;335999;63184799;2307032;2307032;2307032;2115458;2454935;62848800;1971033;1971033;1971033;1779459;2118936
1666;20506000;0;1;20505999;81595799;81595799;81595799;81595799;83014460;71118258;61089800;61089800;61089800;61089800;62508461;50612259;1;810001;19695999;80785799;77967423;77967423;77967423;78903483;75617875;61089800;58271424;58271424;58271424;59207484;55921876;2;4850001;15655999;76745799;58158451;58158451;58158451;59406081;69570048;61089800;42502452;42502452;42502452;43750082;53914049;3;7717001;12788999;73878799;42744987;42744987;42744987;42490901;39491515;61089800;29955988;29955988;29955988;29701902;26702516;4;14120001;6385999;67475799;23396509;23396509;23396509;22444146;20721142;61089800;17010510;17010510;17010510;16058147;14335143;5;16371001;4134999;65224799;13130237;13130237;13130237;13797115;10884868;61089800;8995238;8995238;8995238;9662116;6749869;6;19848001;657999;61747799;2307032;2307032;2307032;2365956;1518245;61089800;1649033;1649033;1649033;1707957;860246
1667;22538000;0;1;22537999;81595799;81595799;81595799;81595799;83685457;83729108;59057800;59057800;59057800;59057800;61147458;61191109;1;838001;21699999;80757799;77967423;77967423;77967423;72998174;76294371;59057800;56267424;56267424;56267424;51298175;54594372;2;7182001;15355999;74413799;58158451;58158451;58158451;58066712;59534368;59057800;42802452;42802452;42802452;42710713;44178369;3;10374001;12163999;71221799;42744987;42744987;42744987;43490282;40103335;59057800;30580988;30580988;30580988;31326283;27939336;4;14829001;7708999;66766799;23396509;23396509;23396509;23035431;18494625;59057800;15687510;15687510;15687510;15326432;10785626;5;18637001;3900999;62958799;13130237;13130237;13130237;12772480;12405432;59057800;9229238;9229238;9229238;8871481;8504433;6;21840001;697999;59755799;2307032;2307032;2307032;2411101;3413742;59057800;1609033;1609033;1609033;1713102;2715743
1668;24584000;0;1;24583999;81595799;81595799;81595799;81595799;83680934;77991761;57011800;57011800;57011800;57011800;59096935;53407762;1;789001;23794999;80806799;77967423;77967423;77967423;74912400;83804695;57011800;54172424;54172424;54172424;51117401;60009696;2;8251001;16332999;73344799;58158451;58158451;58158451;59397229;54427708;57011800;41825452;41825452;41825452;43064230;38094709;3;12162001;12421999;69433799;42744987;42744987;42744987;40119387;58323202;57011800;30322988;30322988;30322988;27697388;45901203;4;16666001;7917999;64929799;23396509;23396509;23396509;23515467;21156612;57011800;15478510;15478510;15478510;15597468;13238613;5;19411001;5172999;62184799;13130237;13130237;13130237;13648432;10197498;57011800;7957238;7957238;7957238;8475433;5024499;6;23893001;690999;57702799;2307032;2307032;2307032;2280759;3021182;57011800;1616033;1616033;1616033;1589760;2330183
1669;23083000;0;1;23082999;81595799;81595799;81595799;81595799;85530718;74261855;58512800;58512800;58512800;58512800;62447719;51178856;1;940001;22142999;80655799;77967423;77967423;77967423;79558761;78662548;58512800;55824424;55824424;55824424;57415762;56519549;2;6539001;16543999;75056799;58158451;58158451;58158451;56466913;57031532;58512800;41614452;41614452;41614452;39922914;40487533;3;10642001;12440999;70953799;42744987;42744987;42744987;40998198;37314938;58512800;30303988;30303988;30303988;28557199;24873939;4;15836001;7246999;65759799;23396509;23396509;23396509;22898069;25414708;58512800;16149510;16149510;16149510;15651070;18167709;5;19655001;3427999;61940799;13130237;13130237;13130237;12610577;12922878;58512800;9702238;9702238;9702238;9182578;9494879;6;22210001;872999;59385799;2307032;2307032;2307032;2440271;3631385;58512800;1434033;1434033;1434033;1567272;2758386
1670;21186000;0;1;21185999;81595799;81595799;81595799;81595799;81304372;91015928;60409800;60409800;60409800;60409800;60118373;69829929;1;1144001;20041999;80451799;77967423;77967423;77967423;76428095;78905225;60409800;57925424;57925424;57925424;56386096;58863226;2;6039001;15146999;75556799;58158451;58158451;58158451;56525968;56367045;60409800;43011452;43011452;43011452;41378969;41220046;3;11119001;10066999;70476799;42744987;42744987;42744987;42271754;47155042;60409800;32677988;32677988;32677988;32204755;37088043;4;15962001;5223999;65633799;23396509;23396509;23396509;23425138;26457802;60409800;18172510;18172510;18172510;18201139;21233803;5;19666001;1519999;61929799;13130237;13130237;13130237;13957231;12802115;60409800;11610238;11610238;11610238;12437232;11282116;6;20878001;307999;60717799;2307032;2307032;2307032;2506929;1501458;60409800;1999033;1999033;1999033;2198930;1193459
1671;252312000;0;1;252311999;81595799;81595799;81595799;81595799;79522789;86242301;170716200;170716200;170716200;170716200;172789210;166069698;1;1033001;251278999;80562799;77967423;77967423;77967423;76358684;76162875;170716200;173311576;173311576;173311576;174920315;175116124;2;6532001;245779999;75063799;58158451;58158451;58158451;58521350;54140065;170716200;187621548;187621548;187621548;187258649;191639934;3;9361001;242950999;72234799;42744987;42744987;42744987;43356714;49404935;170716200;200206012;200206012;200206012;199594285;193546064;4;14814001;237497999;66781799;23396509;23396509;23396509;24036401;22520472;170716200;214101490;214101490;214101490;213461598;214977527;5;248509001;3802999;0;13130237;13130237;13130237;11885087;15771028;3802999;9327238;9327238;9327238;8082088;11968029;6;251671001;640999;0;2307032;2307032;2307032;2369756;959282;640999;1666033;1666033;1666033;1728757;318283
1672;22087000;0;1;22086999;81595799;81595799;81595799;81595799;78948005;78982811;59508800;59508800;59508800;59508800;56861006;56895812;1;743001;21343999;80852799;77967423;77967423;77967423;76345389;79213982;59508800;56623424;56623424;56623424;55001390;57869983;2;6864001;15222999;74731799;58158451;58158451;58158451;56893779;58357168;59508800;42935452;42935452;42935452;41670780;43134169;3;11517001;10569999;70078799;42744987;42744987;42744987;42428788;41915568;59508800;32174988;32174988;32174988;31858789;31345569;4;16588001;5498999;65007799;23396509;23396509;23396509;22750886;18830692;59508800;17897510;17897510;17897510;17251887;13331693;5;20027001;2059999;61568799;13130237;13130237;13130237;13607103;14388478;59508800;11070238;11070238;11070238;11547104;12328479;6;21455001;631999;60140799;2307032;2307032;2307032;2419493;4543178;59508800;1675033;1675033;1675033;1787494;3911179
